Ensembl Gene ID	Chromosome Name	Gene Start (bp)	Gene End (bp)	Strand
ENSMUSG00000068117	15	81900426	81957244	1
ENSMUSG00000028137	3	94282753	94296115	1
ENSMUSG00000003119	11	98064373	98139818	1
ENSMUSG00000091216	14	44291048	44293238	1
ENSMUSG00000090821	14	44230694	44232692	-1
ENSMUSG00000083932	11	83495040	83495228	-1
ENSMUSG00000091948	NT_161926	208942	211268	1
ENSMUSG00000079724	17	7183209	7202542	1
ENSMUSG00000052031	17	7159314	7165505	-1
ENSMUSG00000036894	3	61168429	61172625	1
ENSMUSG00000082101	11	83088614	83100228	-1
ENSMUSG00000091846	NT_161875	229593	230297	-1
ENSMUSG00000005583	13	83643033	83806684	1
ENSMUSG00000087107	11	83037078	83040106	1
ENSMUSG00000078969	NT_166438	5185	9462	1
ENSMUSG00000091364	NT_165794	172885	173583	-1
ENSMUSG00000083203	11	82538645	82538938	1
ENSMUSG00000024757	19	7747551	7785800	-1
ENSMUSG00000051906	8	4102787	4105843	-1
ENSMUSG00000018160	11	98013468	98054607	-1
ENSMUSG00000052397	17	6942390	6987133	-1
ENSMUSG00000027763	3	60277032	60433670	1
ENSMUSG00000092095	NT_166371	213452	360259	1
ENSMUSG00000086380	11	78257609	78258403	1
ENSMUSG00000041879	1	137278889	137327076	-1
ENSMUSG00000035840	13	81796805	81810887	1
ENSMUSG00000026904	2	61884519	62164799	1
ENSMUSG00000020530	11	84645863	84684319	-1
ENSMUSG00000050714	2	37287688	37298641	-1
ENSMUSG00000075387	2	36334707	36335648	-1
ENSMUSG00000047250	2	36085946	36107792	1
ENSMUSG00000028845	4	125999365	126002932	-1
ENSMUSG00000073758	4	125827846	125840735	-1
ENSMUSG00000035778	2	35255699	35318751	-1
ENSMUSG00000027384	2	139996382	140030988	1
ENSMUSG00000037958	11	76857794	76891937	-1
ENSMUSG00000009640	4	117347286	117354878	-1
ENSMUSG00000084111	5	91701001	92569955	-1
ENSMUSG00000087541	5	77523557	77531328	1
ENSMUSG00000080941	5	27186507	27186641	-1
ENSMUSG00000020787	11	72812605	72828702	1
ENSMUSG00000015787	2	26698023	26720499	-1
ENSMUSG00000089943	1	90062587	90115572	1
ENSMUSG00000027203	2	125072926	125084344	1
ENSMUSG00000027200	2	123915705	124493506	1
ENSMUSG00000018736	11	68634936	68685360	-1
ENSMUSG00000040331	7	137676037	137716632	-1
ENSMUSG00000049133	3	93004132	93024715	1
ENSMUSG00000051391	5	136384279	136410486	-1
ENSMUSG00000079100	14	8073956	8074804	1
ENSMUSG00000051074	9	98463379	98464030	-1
ENSMUSG00000028029	3	132323462	132346843	-1
ENSMUSG00000060798	3	40430208	40508696	1
ENSMUSG00000084800	11	51852352	51852973	-1
ENSMUSG00000085902	11	50533584	50539046	-1
ENSMUSG00000041440	9	96019781	96085046	1
ENSMUSG00000091674	4	140794100	140795368	-1
ENSMUSG00000028495	4	86500564	86503316	-1
ENSMUSG00000082897	11	6725499	6725812	-1
ENSMUSG00000046814	2	118993509	118998126	1
ENSMUSG00000039275	11	121116808	121171210	1
ENSMUSG00000091970	5	126328322	126329110	-1
ENSMUSG00000050766	14	51823364	51823831	1
ENSMUSG00000005994	4	80480027	80497623	1
ENSMUSG00000068614	2	113873018	113879284	-1
ENSMUSG00000029227	5	74931474	74994815	1
ENSMUSG00000058430	14	109091411	109091860	-1
ENSMUSG00000022546	15	76527163	76530104	1
ENSMUSG00000032883	1	78654400	78703562	1
ENSMUSG00000086918	9	79641448	79651042	1
ENSMUSG00000087052	9	78275314	78278612	1
ENSMUSG00000074954	2	111752147	111753085	-1
ENSMUSG00000037531	3	32624319	32636069	-1
ENSMUSG00000079170	2	110928529	110946139	-1
ENSMUSG00000091993	1	173432927	173434242	-1
ENSMUSG00000028247	4	21806820	21839309	1
ENSMUSG00000022559	15	76366160	76369176	-1
ENSMUSG00000090067	9	22284378	22284890	-1
ENSMUSG00000064039	9	123891782	123893241	-1
ENSMUSG00000027706	3	30691798	30720185	1
ENSMUSG00000028753	4	138121275	138191799	-1
ENSMUSG00000091089	14	51515617	51517131	-1
ENSMUSG00000060794	15	76202388	76205368	-1
ENSMUSG00000027703	3	30543429	30571353	1
ENSMUSG00000020267	11	54679885	54684003	1
ENSMUSG00000026437	1	134010127	134036262	-1
ENSMUSG00000091755	7	23307986	23308909	1
ENSMUSG00000062300	7	20301993	20334922	-1
ENSMUSG00000026643	2	3201484	3246149	1
ENSMUSG00000020823	11	116976482	117020582	1
ENSMUSG00000032192	9	75159202	75193678	1
ENSMUSG00000029193	5	54089015	54098943	-1
ENSMUSG00000038421	1	172847707	172857714	-1
ENSMUSG00000090168	17	73984931	73989560	-1
ENSMUSG00000090704	17	54559380	54559520	1
ENSMUSG00000034120	11	116711215	116714408	-1
ENSMUSG00000090266	11	116704829	116715577	1
ENSMUSG00000086867	17	35840841	35845189	1
ENSMUSG00000033721	3	109143571	109488616	1
ENSMUSG00000025433	17	40358726	40456126	-1
ENSMUSG00000071084	17	38088996	38089967	-1
ENSMUSG00000026198	1	75168291	75176966	-1
ENSMUSG00000044709	7	20150295	20159172	-1
ENSMUSG00000029176	5	53225254	53259036	1
ENSMUSG00000051403	7	20116316	20147747	-1
ENSMUSG00000060621	7	20104080	20110399	1
ENSMUSG00000091968	17	32925339	32926536	1
ENSMUSG00000087387	17	27772288	27773807	1
ENSMUSG00000020361	11	53073316	53113959	-1
ENSMUSG00000046182	7	133021933	133225925	-1
ENSMUSG00000027195	2	93872846	93998121	-1
ENSMUSG00000052428	1	169238801	169264109	1
ENSMUSG00000089873	4	60885339	60889318	-1
ENSMUSG00000085523	15	75491837	75493959	1
ENSMUSG00000090237	15	71640538	71644210	1
ENSMUSG00000024426	17	36034540	36047020	-1
ENSMUSG00000050846	15	75771382	75779807	1
ENSMUSG00000030752	7	132588190	132605779	1
ENSMUSG00000057890	11	50861611	50862552	1
ENSMUSG00000090320	7	130757040	130758539	1
ENSMUSG00000087221	15	3971686	3977402	-1
ENSMUSG00000078680	4	60591132	60595071	-1
ENSMUSG00000036887	4	136451832	136454718	-1
ENSMUSG00000078686	4	60430918	60434824	-1
ENSMUSG00000020375	11	50202788	50244627	-1
ENSMUSG00000073842	4	60079341	60083347	-1
ENSMUSG00000079278	5	116488764	116533253	-1
ENSMUSG00000024246	17	81425667	81464425	-1
ENSMUSG00000001288	15	102065369	102087948	-1
ENSMUSG00000024242	17	80979852	81127433	-1
ENSMUSG00000041216	4	9196440	9378838	1
ENSMUSG00000062285	11	49283556	49284683	1
ENSMUSG00000046575	11	49243929	49245001	1
ENSMUSG00000030868	7	129276555	129292558	1
ENSMUSG00000059864	11	49093652	49094587	1
ENSMUSG00000041272	4	6613500	6918704	-1
ENSMUSG00000066944	17	80026017	80028021	1
ENSMUSG00000047511	11	48926279	48928376	-1
ENSMUSG00000026171	1	74640322	74647971	-1
ENSMUSG00000040836	1	167232756	167253061	1
ENSMUSG00000068924	3	88542675	88543614	-1
ENSMUSG00000038607	4	59047960	59054775	1
ENSMUSG00000062691	17	79315839	79320377	1
ENSMUSG00000029535	5	115791234	115793578	1
ENSMUSG00000063317	7	128785535	128850767	-1
ENSMUSG00000002017	17	75936426	75951286	-1
ENSMUSG00000026579	1	166081969	166150408	1
ENSMUSG00000066324	4	4689631	4720502	-1
ENSMUSG00000008604	3	88357638	88373647	1
ENSMUSG00000047990	9	67678339	67680137	-1
ENSMUSG00000000346	15	100446069	100451184	1
ENSMUSG00000091140	14	43173309	43178689	-1
ENSMUSG00000028236	4	3923083	3946810	-1
ENSMUSG00000020340	11	46007357	46125852	-1
ENSMUSG00000067438	5	35731766	35735521	1
ENSMUSG00000039285	9	117949617	117978912	1
ENSMUSG00000028232	4	3476188	3502000	-1
ENSMUSG00000027896	3	107094148	107115033	1
ENSMUSG00000041231	11	44268073	44284000	-1
ENSMUSG00000050144	3	88214420	88229061	-1
ENSMUSG00000041375	7	16859391	16872144	-1
ENSMUSG00000027550	3	14533788	14572658	1
ENSMUSG00000041623	11	113545724	113560632	1
ENSMUSG00000030935	7	126904437	126931027	1
ENSMUSG00000070808	7	16556611	16584844	-1
ENSMUSG00000032435	9	114597908	114633420	1
ENSMUSG00000040809	3	105950472	106022425	-1
ENSMUSG00000085745	7	151553953	151592838	-1
ENSMUSG00000050721	9	65402193	65427847	-1
ENSMUSG00000084964	7	135553934	135555855	-1
ENSMUSG00000041797	11	109962063	110029510	-1
ENSMUSG00000085049	7	119670486	119679197	-1
ENSMUSG00000020155	11	33863013	33873641	1
ENSMUSG00000057770	7	112073348	112074276	-1
ENSMUSG00000087175	7	111463533	111473352	1
ENSMUSG00000034263	9	64808639	64834781	1
ENSMUSG00000026185	1	72904506	72921458	-1
ENSMUSG00000081315	7	110777538	110778472	-1
ENSMUSG00000044835	1	163072822	163099237	1
ENSMUSG00000086433	7	104746859	104793622	-1
ENSMUSG00000024299	17	33661171	33690712	1
ENSMUSG00000022103	14	71289927	71379645	1
ENSMUSG00000082954	7	87382566	87382830	-1
ENSMUSG00000020728	11	108286506	108721929	1
ENSMUSG00000029346	5	112766412	112772060	-1
ENSMUSG00000032400	9	63984951	64020911	-1
ENSMUSG00000032401	9	63964954	63985925	1
ENSMUSG00000032501	15	59479905	59488105	1
ENSMUSG00000020721	11	107409244	107555140	1
ENSMUSG00000022187	3	104154558	104170536	-1
ENSMUSG00000019487	17	57388874	57402846	1
ENSMUSG00000042894	2	89814866	89818869	1
ENSMUSG00000070828	7	11983264	11988090	1
ENSMUSG00000040782	1	161162457	161277711	1
ENSMUSG00000091178	7	9744080	9759858	1
ENSMUSG00000032952	3	103613443	103625948	1
ENSMUSG00000047661	1	160888258	160910621	-1
ENSMUSG00000052369	15	97794710	97800705	1
ENSMUSG00000074418	7	3708507	3715632	-1
ENSMUSG00000024029	17	31262251	31266591	-1
ENSMUSG00000044213	2	86668833	86669979	1
ENSMUSG00000075186	2	86225623	86226573	-1
ENSMUSG00000019659	9	110559007	110614094	1
ENSMUSG00000047149	2	86137974	86138913	1
ENSMUSG00000049760	17	56746875	56749194	-1
ENSMUSG00000033467	5	109983730	109988012	-1
ENSMUSG00000075210	2	85599596	85600531	-1
ENSMUSG00000021903	14	32842175	32875383	1
ENSMUSG00000001983	11	105927375	105934926	1
ENSMUSG00000074269	9	58500663	58589366	-1
ENSMUSG00000064090	11	26371322	26493999	-1
ENSMUSG00000078808	7	5360494	5364747	-1
ENSMUSG00000044018	4	49525468	49533965	-1
ENSMUSG00000024006	17	29107830	29144890	-1
ENSMUSG00000034075	2	84528127	84555337	-1
ENSMUSG00000052605	7	4796561	4817795	-1
ENSMUSG00000070695	1	117581333	118478603	1
ENSMUSG00000044816	1	65147193	65169788	-1
ENSMUSG00000028082	3	85888356	85934444	1
ENSMUSG00000090831	17	54546544	54549018	-1
ENSMUSG00000032295	9	56978497	56990529	1
ENSMUSG00000032477	9	109778083	109796392	1
ENSMUSG00000028086	3	84619190	84783120	1
ENSMUSG00000043372	11	102993743	103001190	1
ENSMUSG00000054720	5	105948407	106042037	1
ENSMUSG00000070324	9	109280925	109306810	-1
ENSMUSG00000032307	9	54996661	55055336	1
ENSMUSG00000051378	11	102766843	102786438	-1
ENSMUSG00000079362	5	105699723	105722718	-1
ENSMUSG00000020160	11	18780433	18918961	-1
ENSMUSG00000090117	19	42611340	42637598	-1
ENSMUSG00000053863	5	104754348	104767630	1
ENSMUSG00000024194	17	27074918	27076423	-1
ENSMUSG00000046388	19	16855037	16855593	1
ENSMUSG00000057990	19	16238802	16239295	-1
ENSMUSG00000008435	7	4376372	4397251	-1
ENSMUSG00000070990	4	46356481	46359284	1
ENSMUSG00000024761	19	7742777	7743283	1
ENSMUSG00000042195	9	53619342	53665968	1
ENSMUSG00000007279	7	116942204	117009193	-1
ENSMUSG00000032047	9	53388627	53418487	-1
ENSMUSG00000025647	9	108941079	108960238	1
ENSMUSG00000038866	1	107886983	107930651	1
ENSMUSG00000024180	17	26250261	26260199	1
ENSMUSG00000032053	9	51021795	51048184	1
ENSMUSG00000025732	17	26000643	26005683	-1
ENSMUSG00000078937	15	89246836	89256294	-1
ENSMUSG00000085022	4	81711335	81748712	1
ENSMUSG00000022299	15	38925737	38944262	-1
ENSMUSG00000082179	4	79648235	79649292	1
ENSMUSG00000032602	9	108564429	108586972	1
ENSMUSG00000022297	15	38837879	38869732	1
ENSMUSG00000032666	1	153731654	153937450	-1
ENSMUSG00000035572	4	45354973	45392631	1
ENSMUSG00000025739	17	25854116	25856351	1
ENSMUSG00000078698	7	54844320	54856742	-1
ENSMUSG00000085034	4	73437150	73444276	1
ENSMUSG00000086790	4	67973691	67982995	-1
ENSMUSG00000026011	1	60943844	60972676	1
ENSMUSG00000091098	9	48855737	48856390	-1
ENSMUSG00000073894	7	114352959	114354430	1
ENSMUSG00000030854	7	54333168	54389054	-1
ENSMUSG00000025092	19	58870241	58935474	-1
ENSMUSG00000048217	11	102006827	102010791	1
ENSMUSG00000084309	4	61673446	61675891	-1
ENSMUSG00000043186	7	149265407	149266592	-1
ENSMUSG00000042179	19	58803377	58818659	1
ENSMUSG00000038304	3	96602686	96633274	-1
ENSMUSG00000082231	4	60397366	60397567	1
ENSMUSG00000006676	9	108393020	108404670	1
ENSMUSG00000078696	4	57383645	57384897	-1
ENSMUSG00000070686	5	94064019	94100577	-1
ENSMUSG00000047220	9	108305973	108330815	-1
ENSMUSG00000050050	5	93036980	93104297	-1
ENSMUSG00000086267	4	53414820	53416902	-1
ENSMUSG00000057068	5	92984114	93020308	1
ENSMUSG00000061175	3	79259893	79371718	-1
ENSMUSG00000083565	4	32979661	32980270	1
ENSMUSG00000084201	4	32077832	32078261	-1
ENSMUSG00000035172	11	101023993	101032665	-1
ENSMUSG00000057143	7	111487268	111501876	-1
ENSMUSG00000040003	5	18732864	20210616	1
ENSMUSG00000045007	11	101017221	101023101	1
ENSMUSG00000059101	4	43847624	43849389	-1
ENSMUSG00000035198	11	100981252	100987733	1
ENSMUSG00000082058	4	29417306	29417813	1
ENSMUSG00000087316	4	28995229	29015961	1
ENSMUSG00000009927	9	44215797	44218488	1
ENSMUSG00000032583	9	107790460	107805456	1
ENSMUSG00000082573	4	26369608	26370334	1
ENSMUSG00000054312	3	95666557	95675442	-1
ENSMUSG00000032119	9	44103756	44113754	-1
ENSMUSG00000035161	14	63295167	63379949	-1
ENSMUSG00000032131	9	44081271	44096698	-1
ENSMUSG00000081063	4	13533181	13533916	1
ENSMUSG00000032105	9	44055395	44059547	-1
ENSMUSG00000035184	14	63174574	63227323	1
ENSMUSG00000029268	5	87888515	87919896	-1
ENSMUSG00000025081	19	56900699	56944502	1
ENSMUSG00000067855	5	13791619	13796820	1
ENSMUSG00000070564	7	52939784	52949924	1
ENSMUSG00000004040	11	100746412	100800854	-1
ENSMUSG00000091720	5	11255933	11260789	1
ENSMUSG00000024128	17	24079342	24087147	1
ENSMUSG00000070940	5	10866072	10870816	1
ENSMUSG00000082151	4	8383313	8383645	-1
ENSMUSG00000087099	4	5472385	5478370	-1
ENSMUSG00000083228	4	4905654	4906021	-1
ENSMUSG00000025076	19	56471619	56516834	1
ENSMUSG00000066264	7	110686775	110687746	-1
ENSMUSG00000042402	7	110608737	110609720	-1
ENSMUSG00000073949	7	110599853	110600812	1
ENSMUSG00000061200	7	110506738	110507727	-1
ENSMUSG00000029255	5	86609779	86626926	-1
ENSMUSG00000040680	17	23878167	23882796	-1
ENSMUSG00000023908	17	23863303	23873696	1
ENSMUSG00000026274	1	95205347	95240059	-1
ENSMUSG00000041319	17	23805581	23810849	-1
ENSMUSG00000073960	7	110199814	110200773	1
ENSMUSG00000073961	7	110189995	110190954	1
ENSMUSG00000043354	7	110121566	110122504	-1
ENSMUSG00000053841	4	129303327	129318309	-1
ENSMUSG00000043366	7	109889235	109907985	-1
ENSMUSG00000014198	11	100487533	100553769	-1
ENSMUSG00000032023	9	40702932	40772201	-1
ENSMUSG00000023467	7	52741632	52779002	1
ENSMUSG00000025489	7	148134862	148136138	-1
ENSMUSG00000073972	7	109762521	109763501	-1
ENSMUSG00000078546	17	22016537	22045059	-1
ENSMUSG00000073448	17	21827733	21827991	1
ENSMUSG00000023882	17	21560191	21572604	1
ENSMUSG00000015702	3	95100018	95111098	-1
ENSMUSG00000022270	15	25773019	25903442	1
ENSMUSG00000021866	14	26661669	26706290	1
ENSMUSG00000040859	4	129138825	129165742	1
ENSMUSG00000003865	7	52690214	52711989	1
ENSMUSG00000058914	15	10882087	10909905	1
ENSMUSG00000090304	17	19499099	19531554	1
ENSMUSG00000079700	17	18024816	18108641	1
ENSMUSG00000003868	7	52677222	52693466	-1
ENSMUSG00000058652	9	39544402	39545340	1
ENSMUSG00000074121	7	52669065	52672548	1
ENSMUSG00000022438	15	84062473	84146118	1
ENSMUSG00000040514	5	7304125	7311491	1
ENSMUSG00000068860	3	95040842	95045520	-1
ENSMUSG00000053192	3	95023057	95032599	-1
ENSMUSG00000061039	9	38560381	38564448	1
ENSMUSG00000057997	7	147890064	147891166	1
ENSMUSG00000026271	1	94869696	94882968	1
ENSMUSG00000064113	9	38465043	38465975	-1
ENSMUSG00000089678	15	10288287	10339908	1
ENSMUSG00000052058	9	38237869	38238804	1
ENSMUSG00000028785	4	128788814	128799280	-1
ENSMUSG00000060583	9	37800077	37801024	1
ENSMUSG00000040452	15	21041207	21519288	1
ENSMUSG00000005629	3	94933641	94937934	-1
ENSMUSG00000001948	9	37410886	37421199	-1
ENSMUSG00000026270	1	94830953	94844518	1
ENSMUSG00000073455	17	15146804	15159909	1
ENSMUSG00000078264	11	99620346	99620486	-1
ENSMUSG00000078267	11	99604493	99604621	-1
ENSMUSG00000070425	7	109214025	109245378	1
ENSMUSG00000075566	11	99526357	99527274	-1
ENSMUSG00000008958	3	94914944	94926973	1
ENSMUSG00000038260	7	52558002	52589150	-1
ENSMUSG00000006777	11	99339288	99354451	-1
ENSMUSG00000034220	1	94728222	94756775	1
ENSMUSG00000090562	17	14195012	14196538	-1
ENSMUSG00000024982	19	55364080	55390522	-1
ENSMUSG00000020912	11	99276980	99283573	-1
ENSMUSG00000005625	3	94836616	94846536	-1
ENSMUSG00000044055	1	94540795	94545418	-1
ENSMUSG00000064307	7	109061498	109082409	-1
ENSMUSG00000038300	7	52436552	52437208	1
ENSMUSG00000035934	9	36698570	36954899	-1
ENSMUSG00000070570	7	52419291	52431508	1
ENSMUSG00000007415	5	3632932	3647934	-1
ENSMUSG00000042388	4	126846448	126914266	1
ENSMUSG00000017607	11	98926992	98950620	-1
ENSMUSG00000070737	4	126800935	126806888	1
ENSMUSG00000029072	4	155233377	155237471	-1
ENSMUSG00000059827	14	23377304	23377675	-1
ENSMUSG00000039458	15	12134791	12201995	1
ENSMUSG00000044703	14	59895750	59916359	-1
ENSMUSG00000032110	9	36500805	36506422	1
ENSMUSG00000020914	11	98854257	98885503	-1
ENSMUSG00000066767	9	36064643	36065908	-1
ENSMUSG00000031486	8	28196313	28233890	1
ENSMUSG00000025900	1	4334224	4350473	-1
ENSMUSG00000040274	5	3343893	3523218	1
ENSMUSG00000021566	13	73837274	73847298	1
ENSMUSG00000064294	1	58169974	58257542	1
ENSMUSG00000090520	NT_166361	69218	69901	-1
ENSMUSG00000054115	15	9041742	9070207	-1
ENSMUSG00000062480	17	13116699	13133268	-1
ENSMUSG00000092103	13	67461607	67462325	1
ENSMUSG00000006519	8	124948672	124956840	-1
ENSMUSG00000032875	7	108018260	108080675	-1
ENSMUSG00000090922	NT_166345	98290	100602	-1
ENSMUSG00000078312	13	55187138	55187620	1
ENSMUSG00000087335	13	55028124	55031566	-1
ENSMUSG00000086097	13	54942010	54942265	-1
ENSMUSG00000004462	16	22813288	22857642	-1
ENSMUSG00000082947	11	121747856	121748282	-1
ENSMUSG00000044550	X	133125381	133202917	1
ENSMUSG00000085501	11	120096548	120097436	-1
ENSMUSG00000085548	11	119045267	119045830	-1
ENSMUSG00000084887	11	118727571	118728534	-1
ENSMUSG00000068037	17	13033945	13061009	-1
ENSMUSG00000085511	11	117976169	117979593	1
ENSMUSG00000035148	12	53123990	53129050	-1
ENSMUSG00000090534	14	118635454	118660421	1
ENSMUSG00000038917	8	10924427	10928457	-1
ENSMUSG00000086859	11	116938104	116940269	1
ENSMUSG00000047844	X	132673535	132674982	1
ENSMUSG00000056032	11	116613481	116620687	1
ENSMUSG00000078958	13	91023065	91044960	-1
ENSMUSG00000087072	11	115786341	115787457	1
ENSMUSG00000017057	X	33652105	33711254	1
ENSMUSG00000079472	19	6094419	6098233	1
ENSMUSG00000031691	8	87560814	87581482	1
ENSMUSG00000024742	19	10273622	10278659	-1
ENSMUSG00000048442	11	115761280	115767583	1
ENSMUSG00000039057	8	10272572	10634741	1
ENSMUSG00000024791	19	6084983	6091777	1
ENSMUSG00000074129	7	52380928	52391787	-1
ENSMUSG00000079157	8	9207238	9771018	-1
ENSMUSG00000078911	NT_166380	61070	63398	-1
ENSMUSG00000024663	19	10076159	10112870	1
ENSMUSG00000020955	12	52791953	52839918	1
ENSMUSG00000052467	7	107694270	107696134	-1
ENSMUSG00000025316	8	124474433	124553158	1
ENSMUSG00000037418	19	10059664	10076123	-1
ENSMUSG00000079716	17	12425347	12464050	1
ENSMUSG00000029068	4	155186598	155198652	1
ENSMUSG00000022322	8	4735980	4779534	-1
ENSMUSG00000082544	11	108284587	108285072	1
ENSMUSG00000085245	11	107271704	107274863	1
ENSMUSG00000024653	19	9158126	9162448	-1
ENSMUSG00000085229	11	105987650	105988665	-1
ENSMUSG00000085255	11	105926391	105927619	-1
ENSMUSG00000023826	17	11259991	12254519	1
ENSMUSG00000030706	7	107694265	107756811	-1
ENSMUSG00000037196	17	10595878	11033177	-1
ENSMUSG00000086089	11	105295759	105296726	1
ENSMUSG00000089643	14	60032909	60033473	-1
ENSMUSG00000020954	12	52709528	52792901	-1
ENSMUSG00000086283	11	102481110	102485730	-1
ENSMUSG00000087339	11	102006863	102007560	-1
ENSMUSG00000068085	15	82219584	82224452	-1
ENSMUSG00000086347	11	101317890	101318704	-1
ENSMUSG00000086031	11	100262822	100263566	1
ENSMUSG00000091812	14	52458674	52459136	1
ENSMUSG00000091478	11	100222932	100223465	-1
ENSMUSG00000054412	1	137481350	137496527	1
ENSMUSG00000029036	4	155114750	155135207	-1
ENSMUSG00000090253	11	99444376	99444942	-1
ENSMUSG00000089660	14	51996935	52000668	1
ENSMUSG00000062327	17	8627288	8635361	1
ENSMUSG00000075576	11	98659021	98671403	-1
ENSMUSG00000085944	11	98212032	98219597	-1
ENSMUSG00000071654	19	8954506	8955423	-1
ENSMUSG00000085860	11	97459825	97484207	1
ENSMUSG00000081958	11	97183642	97183803	-1
ENSMUSG00000084068	11	96958247	96958640	1
ENSMUSG00000078331	X	30823250	30824027	1
ENSMUSG00000091420	NT_166346	521311	522393	-1
ENSMUSG00000079837	NT_166346	422644	447296	-1
ENSMUSG00000079754	NT_166350	103713	106036	-1
ENSMUSG00000079190	NT_166281	167446	197604	1
ENSMUSG00000079570	NT_166326	193045	196078	1
ENSMUSG00000085143	11	95171743	95185810	1
ENSMUSG00000033436	X	131338684	131343760	-1
ENSMUSG00000071662	19	8867619	8873047	-1
ENSMUSG00000085913	14	46207415	46218187	1
ENSMUSG00000079198	NT_166414	971128	995716	1
ENSMUSG00000073469	17	8321456	8340697	-1
ENSMUSG00000050394	X	131282994	131285956	-1
ENSMUSG00000079804	NT_161925	220167	246203	-1
ENSMUSG00000091653	NT_166376	81660	82343	1
ENSMUSG00000026307	1	93194915	93217652	1
ENSMUSG00000073253	X	29924781	29947708	-1
ENSMUSG00000086919	11	88985770	88988020	-1
ENSMUSG00000091518	13	85164700	85164939	-1
ENSMUSG00000087498	11	87911560	87913610	1
ENSMUSG00000068114	15	81958352	81972630	1
ENSMUSG00000079774	NT_166434	144079	149877	-1
ENSMUSG00000078243	NT_166434	80399	80824	-1
ENSMUSG00000042961	15	7156120	7348395	-1
ENSMUSG00000085208	11	86014862	86117945	1
ENSMUSG00000080823	11	85998831	85999144	1
ENSMUSG00000089654	14	44431394	44431844	-1
ENSMUSG00000031266	X	131122688	131135664	-1
